,abierta_comentarios,autor,cuerpo,fecha,seccion,titulo,url
0,True,,"Víctor Fera, dueño del mayorista Maxiconsumo, dijo ayer que el volumen de ventas de septiembre se derrumbó un 10% en comparación con el mismo mes del año pasado, y calculó que el año terminará con una merma de entre 6 y 7 por ciento. Esos datos a nivel del comercio son acordes con los datos sobre el eslabón anterior de la cadena productiva que difundió esta semana la multinacional anglo-holandesa Unilever, una de las líderes mundiales en bienes de consumo masivo que en la Argentina cuenta con marcas como Knorr, Hellmans, Dove, Sedal, Rexona y Ala, entre otras. En su último informe trimestral da cuenta de que el volumen de ventas en el país cayó en los primeros nueve meses del año un 5,3% con relación a igual período de 2017. Además proyecta para todo el año una disminución del 7%, y estima que el retroceso se prolongará por algún tiempo. Atribuye esos resultados y pronósticos a la muy elevada inflación y al nivel de las tasas de interés. Además de desestimular la inversión, castigar la acumulación de stocks y por ende inducir comportamientos conservadores a la hora de planificar la producción, el nivel exorbitante en el que están las tasas de interés castiga severamente los errores que cometen los gerentes financieros. Como acaba de suceder en una autopartista muy importante que factura más de $5.000 millones anuales y que cuenta con un staff de ejecutivos altamente capacitados aunque, por supuesto, no infalibles. Su gerente financiero falló en la proyección del flujo de ingresos y egresos y la cuenta corriente del banco le quedó en rojo algunos días: el banco le cobró por el giro en descubierto una tasa anual del 92%, que le significó a la empresa un costo adicional de 1,2 millones de pesos. Apenas tres ejemplos de lo que está ocurriendo en las empresas y comercios, y que tiene como causa principal el profundo deterioro en el poder adquisitivo de la población y consecuentemente en la demanda de consumo. La Argentina está sufriendo de depreflación. La realidad es tan contundente que al Gobierno no le queda más remedio que reconocerla. Nicolás Dujovne admite con naturalidad que este año los salarios van a perder frente a los precios, y Dante Sica no duda en señalar que este nivel de tasas de interés no es sostenible por mucho tiempo más. Pero el Gobierno está en modo ""unidemensional"", para usar la definición del economista jefe de un banco de inversión: la única dimensión que le interesa es estabilizar el dólar. Al costo que sea en términos de actividad productiva, que según el FMI caerá un 2,6% y otro 1,6% en el año próximo. Tras esos descensos el Producto Bruto Interno argentino será inferior al de 2011. Casi una década perdida. O más de una década perdida si se toma en cuenta el PBI per cápita. Es comprensible que a esta altura el Gobierno priorice de manera excluyente y a cualquier costo la estabilidad cambiaria, por la simple razón de que si no lo logra, todo el resto de las variables empeorarían aún más. Suponiendo que el gobierno consiguiera esa estabilidad, lo difícil de vislumbrar es la manera en que la economía podría retomar un sendero de crecimiento. No hay duda de que en el horizonte aparecen algunos elementos que le juegan a favor. Aunque es probable que el efecto sea menor que el que muchos creen, es indiscutible que la devaluación del peso va a mejorar la demanda externa de bienes y servicios (turismo entre ellos), va a incrementar la protección para algunos sectores, y a aliviar el desequilibrio de la cuenta corriente. A eso se suma que habrá un gran salto en la cosecha luego de la fortísima sequía de la campaña anterior, y que debido a la fórmula de actualización los haberes jubilatorios recuperarían parte de lo mucho que han perdido, siempre y cuando la inflación de 2019 sea sensiblemente inferior a la de este año. También están quienes conjeturan con el margen de acción que el Gobierno podría tener en caso de que el tipo de cambio toque el piso de la banda de flotación. El razonamiento es que si eso sucede el Banco Central estaría en condiciones de sostener la cotización comprando reservas, lo que relajaría el torniquete monetario con expansión de dinero y del crédito. Claro que a todo eso se contraponen otra serie de elementos que le jugarían en contra. Por empezar un masa salarial achicada y que cuesta imaginar expandiéndose, lo que le quita potencial reactivador al consumo. A lo que se agrega el severísimo ajuste fiscal y la mediocre expectativa que genera la inversión. Es decir que de los cuatro componentes de la demanda agregada, solo el sector externo se perfila como un seguro motorizador. Nuevamente: todo eso siempre y cuando el gobierno logre cerrar la hemorragia. Al respecto, el rol del FMI y de los Estados Unidos no es un factor menor a considerar. Dada la situación política de la Argentina y la proximidad de las elecciones, ¿no es lógico pensar que Donald Trump, Christine Lagarde y Cía. harán lo suficiente como para que Cambiemos al menos llegue con chance de ganar en octubre de 2019? Del otro lado, la división de la oposición peronista no solo se refleja simbólicamente en los festejos separados por el Día de la Lealtad. También queda en evidencia en el tratamiento del Presupuesto 2019, que muestra al kirchnerismo en una clara posición de rechazo, mientras al llamado peronismo Federal o Alternativo se lo nota incómodo e indefinido. El dilema que enfrentan estos últimos se puede plantear de la siguiente manera: ¿cómo compatibilizar la pretendida imagen de razonabilidad y sostenedores de la gobernabilidad que los debería llevar a votar un presupuesto, siendo que el presupuesto se hizo a la medida de las condiciones impuestas por el Fondo Monetario al que tanto vituperan? Una forma de resolver ese dilema es con la ayuda del calendario. Considerando que la cumbre del G20 tendrá lugar aquí entre el 30 de noviembre y el 1 de diciembre, sería muy extraño que el Fondo no apruebe el nuevo acuerdo con el país anfitrión antes de esa fecha. De hecho, ayer se anunció que el Directorio lo tratará el próximo viernes 26, y muy raro sería que no le den el visto bueno. De ser así, el peronismo de Pichetto, Massa, Urtubey, Schiaretti y Cia. bien podrían demorar hasta casi fin de año el imprescindible aporte de los votos que necesita la aprobación del Presupuesto, mientras siguen despotricando contra las políticas de ajuste que dicta el Fondo. Tal vez eso explique que el gobernador tucumano Juan Manzur haya dicho el miércoles que antes de referirse al Presupuesto ""hay que ver lo que se firma con el Fondo"". Es decir que podrían evitar votar el Presupuesto antes de que el Fondo apruebe el acuerdo. En tal caso, lo que van a tener que explicar después es por qué apoyarían un presupuesto hecho a medida de las exigencias del FMI. Pero a diferencia de las matemáticas, en política puede ocurrir que el orden de los factores altere el producto, y que no dé igual votar el mismo presupuesto antes o después del acuerdo con el Fondo.",19/10/18,economia,La Argentina en depreflación en una década perdida,https://www.infobae.com/economia/2018/10/19/la-argentina-en-depreflacion-en-una-decada-perdida/&sa=U&ved=0ahUKEwii5cjz-JzeAhWBF5AKHQxlBIkQFggTMAA&usg=AOvVaw2EVsqSNnQYk3G5c17DDvHf
1,True,,"El valor del dólar completó una semana con escasas oscilaciones, dentro del rango de precios previstos por el Banco Central y atado por las altas tasas de interés en pesos, que hoy rigen a todo el mercado. En sucursales del Banco Nación se negoció este viernes sin variantes, a 37,50 pesos. En el promedio de bancos se ofreció al cierre a $37,53, dos centavos más que la jornada anterior. En el mercado mayorista se pactó a $36,54, unos once centavos menos que el jueves, y 21 centavos por debajo del viernes 12 de octubre.  Los valores de esta semana son similares a los de finales de agosto pasado, después de un récord histórico de $41,25 mayorista el 28 de septiembre. El Banco Central efectuó la subasta diaria de Letras de Liquidez (LELIQ) a 7 días, con un monto adjudicado de $135.644 millones, con una tasa promedio de corte de 72,881% anual (alza respecto del 72,537% del jueves) y una tasa máxima de 73,89 por ciento. Con una emisión de $32.341 millones por encima de los vencimientos del día, la absorción de liquidez a través de este instrumento en octubre asciende a 172.330 millones de pesos. El BCRA informó que el promedio acumulado de la Base Monetaria durante la primera quincena de octubre ascendió a $1.258 mil millones, unos $22.400 millones menos que en igual período de septiembre. La autoridad cambiaria, que conduce Guido Sandleris, indicó que el volumen de la Base Monetaria en los primeros 15 días de octubre fue $12.300 millones menos que el promedio total de septiembre. El BCRA explicó que en la primera quincena de octubre ""el objetivo de no expandir la Base Monetaria requirió un esfuerzo adicional ya que en las primeras dos semanas de septiembre el coeficiente de los encajes no remunerados era más bajo"". ""Si corrigiéramos la Base Monetaria de la primera quincena de septiembre por este factor, la de la primera quincena de octubre sería $58.400 millones menor que la de septiembre"", explicó. La comunicación oficial recordó que el Central adoptó a partir de octubre un nuevo esquema de política de estricto control de agregados monetarios, comprometiéndose a no aumentar el nivel de la Base hasta junio de 2019.",19/10/18,economia,El dólar en la City completó una semana con escasas variantes,https://www.infobae.com/economia/2018/10/19/el-dolar-en-la-city-completa-una-semana-con-escasas-variantes/&sa=U&ved=0ahUKEwii5cjz-JzeAhWBF5AKHQxlBIkQFggZMAE&usg=AOvVaw1rgqyXwO4LCg2qSMTilCdR
2,True,Sebastián Catalano,"""Mauricio Macri va a ser reelecto el año que viene"". La sentencia no surge de un hombre del Gobierno, sino del CEO del HSBC, Gabriel Martino, uno de los banqueros más importantes del país que en el marco del 54 Coloquio de Idea analizó las perspectivas electorales en diálogo con Infobae. —¿Cómo analiza el escenario electoral del 2019? —El escenario que tengo en la cabeza es que la Argentina durante el final del primer trimestre del año que viene y principio del segundo debería empezar a reactivarse un poco de la mano del campo y del plan Argentina Exporta. Los números de cuenta corriente van a ser positivos, los números de la balanza comercial van a ser positivos y también ayuda el dólar alto, que es una herramienta más y no debería ser la única. En base a ese escenario, existe una chance de que el Presidente sea reelecto. —¿En primera vuelta? —No importa si es primera o en segunda. En ese escenario, el Presidente va a ser reelecto y Argentina tiene que discutir y poner sobre la mesa que queremos ser un país normal. —¿Usted cree que en virtud de este escenario se puede dar un cambio de humor en la ciudadanía? —Así como fue negativo el impacto de la sequía, la suba de la tasa en los Estados Unidos, me parece que se puede dar un aspecto de círculo virtuoso si tenemos una buena cosecha y con otros elementos que antes describía. —¿Cómo analiza los meses que estamos transitando? —Todavía estamos en los meses más complicados del ciclo. De la mano de la inflación alta, la tasa alta. Y creo que de alguna manera la inflación debería empezar a bajar en noviembre. Diciembre y enero estacionalmente son altos, pero igual debería bajar un poco más. Y como decía, la economía debería reaccionar en el final del primer trimestre, comienzo del segundo. —¿Le parece que esta crisis y la devaluación le hacen mella a la credibilidad en el Gobierno? —Me parece que tiene el desgaste de un gobierno en el que van tres años y lamentablemente tiene muchísimas cosas para corregir. Cualquiera que hubiese subido al gobierno, por más que hubo errores, dejaron un país en diciembre de 2015 con muchísimos problemas. —¿Cuál es el principal error que cometió este Gobierno? —No hablo de errores, yo miro para adelante, del pasado no hablo. —Y en ese escenario, usted cree que Macri puede ser reelecto.  —Yo creo que el proyecto de Cambiemos puede seguir adelante con el escenario que antes describía.",19/10/18,economia,"Gabriel Martino: ""Mauricio Macri va a ser reelecto el año que viene""",https://www.infobae.com/economia/2018/10/19/gabriel-martino-mauricio-macri-va-a-ser-reelecto-el-ano-que-viene/&sa=U&ved=0ahUKEwii5cjz-JzeAhWBF5AKHQxlBIkQFggfMAI&usg=AOvVaw2LzQimghP6dTY27kCBJZAt
3,True,,"Los precios de la industria de la construcción crecieron 7,3% en septiembre, la variación más alta en casi dos años y medio, y acumularon en lo que va de 2018 un incremento del 32,5%, según informó el INDEC. En abril del 2016, el indicador registró un incremento del 9,1%, y fue el más alto desde el inicio de la Presidencia de Mauricio Macri. Las cifras oficiales del Índice del Costo de la Construcción (ICC) indican que en el resultado de setiembre impactaron las subas del 14,1% en materiales; del 3,3% en mano de obra y del 3,5% en gastos generales. El aumento de septiembre llevó el registró a un acumulado desde enero pasado del del 32,5% en línea con el indicador de precios minoristas, que fue del 32,4% según el IPC que difunde el INDEC. En los últimos doce meses, el costo de la construcción llega al 36%, por debajo del 40,5% de la evolución de los precios minoristas en ese período. En el dato de septiembre impactó fuertemente el aumento del 14,1% en el precio de los materiales, que acumulan en el año una suba del 50,6% y del 57,8% en a comparación interanual. El costo de la mano de obra del 3,3% de septiembre llevó el acumulado anual  al 21,9% y al 22,2% en los últimos doce meses, cuando el gremio debe definir aún la compensación salarial, después del 15,5% de aumento en paritarias, que pactó este año y que venció en agosto pasado. En el rubro de gastos generales el aumento del 3,5% de septiembre llevó el acumulado anual al 28,2% y el de los últimos doce meses al 40 por ciento. En septiembre los mayores aumentos se observaron en: instalación de gas (20,8%), carpintería metálica y herrería (16,1%) y Vidrios (14,2%); albañilería (5,2%) y movimiento de tierra (2,8%). El costo de construcción por metro cuadrado de edificios de departamentos creció un 8,6% respecto del mes anterior, mientras que para viviendas familiares el incremento alcanzó al 7,7%, en la misma comparación.",19/10/18,economia,"Los precios de la construcción crecieron un 7,3% en septiembre, informó el INDEC",https://www.infobae.com/economia/2018/10/19/los-precios-de-la-construccion-crecieron-un-73-en-septiembre-informo-el-indec/&sa=U&ved=0ahUKEwii5cjz-JzeAhWBF5AKHQxlBIkQFgglMAM&usg=AOvVaw0q21IdlBq4NEABSN-rt9xe
4,True,Juan Gasalla,"El dólar continuó bajo control en la última semana y regresó a los precios de final de agosto, una novedad esperada por los agentes del mercado financiero, aunque no suficiente como para despertar el entusiasmo inversor. Los datos económicos siguen motivando la cautela: la inflación más alta en 27 años y una caída de la actividad económica sin un piso consistente como para anticipar el rebote. El principal impulsor hacia el fin de año e inicios del 2019 podría ser el desembolso del FMI, en caso que el directorio del organismo ratifique el acuerdo el próximo 26 de octubre. Los fondos contantes y sonantes podrían dar volumen a las reservas internacionales y permitir el segundo paso en el restablecimiento del equilibrio financiero: la baja de tasas de interés que hoy agobian a la actividad y generan temores. Es que después del colapso cambiario por el desarme de LEBAC ahora crece otro pasivo remunerado en el balance del Banco Central, el de las Letras de Liquidez exclusivas para bancos, las LELIQ, que hoy ascienden a casi la mitad de la Base Monetaria (pesos en circulación, cheques cancelatorios y depósitos de los bancos en cuentas del BCRA). Nadie quiere hacer apuestas. De un lado de la balanza gravitan los dólares del Fondo – USD 13.400 millones hasta fin de año más USD 22.800 millones en 2019-, que garantizan el refinanciamiento de la deuda pública sin sobresaltos, y la expectativa por la campaña agrícola, que ya en diciembre impulsará liquidaciones por la venta de trigo. Pero del otro lado persiste la recesión, con el endurecimiento monetario y fiscal comprometido frente a Christine Lagarde, mientras que la tensión social y política podría escalar ese contexto, en un 2019 electoral. Esta ambigüedad se reflejó en saldo de la semana financiera. El dólar finalizó con escasas variantes, a $37,53 para la venta minorista y $36,54 mayorista, para exhibir en octubre una caída de 11,2% desde los precios máximos históricos del cierre de septiembre. ""De todas formas, el costo de esta estabilidad se ve reflejado claramente en las altas tasas de interés que convalidan este tipo de cambio"", advirtió un reporte de Invecq Consultora Económica. Este viernes, la tasa de corte de la LELIQ a siete días quedó en un promedio de 72,881% anual. El poderoso golpe que significó la devaluación de 2018 y que tumbó las cotizaciones dejó a las acciones en ""terapia intensiva"". Sin pronta salida para la recesión ningún precio de ganga es atractivo. ""Tras la debilidad reciente, un respiro intercalan los activos domésticos aprovechando el rebote externo -apuntó el economista Gustavo Ber-, más allá de que los inversores siguen evaluando la dinámica de los desafíos económicos y los ruidos políticos"". Los ADR de empresas argentinas en Wall Street siguieron cerca de los mínimos del año, mientras que el panel Merval de ByMA (Bolsas y Mercados Argentinos) resta un 51% en dólares en 2018. Medido en pesos, el referente líder perdió 3,2% en la semana y suma una caída de 4,4% en el transcurso del año, después de que el INDEC anunciara el miércoles que entre enero y septiembre la inflación acumulada fue de 32,4 por ciento. El paso atrás que dio el dólar en la City no se replicó en los bonos soberanos, que mantuvieron los precios bajos y los rendimientos implícitos por encima del 10% anual en las referencias en dólares. El Riesgo País de la banca JP Morgan continuó para la Argentina en el orden de los 661 puntos básicos por encima de la tasa de los bonos del Tesoro de los EEUU a 10 años, hoy en 3,20 por ciento. Un informe de Credit Suisse ponderó que ""las autoridades están comprometidas con los objetivos clave acordados con el Fondo, que deberían reducir las necesidades de financiamiento en el corto plazo. Sin embargo, estas medidas también sustentarán una recesión económica más larga y profunda de lo que se anticipó anteriormente"".",19/10/18,economia,"Semana financiera: el dólar volvió a precios de agosto, pero aún no apuntaló a acciones y bonos",https://www.infobae.com/economia/2018/10/19/semana-financiera-el-dolar-volvio-a-precios-de-agosto-pero-aun-no-apuntalo-a-acciones-y-bonos/&sa=U&ved=0ahUKEwii5cjz-JzeAhWBF5AKHQxlBIkQFggrMAQ&usg=AOvVaw2uoqDkFRM4kxI8xylMMQeb
5,True,,"El Cementerio de los Elefantes le hizo gala a su apodo y quebró una racha histórica de uno de los equipos más grandes del país: Colón venció 1-0 a River, que acumulaba una racha de 32 encuentros sin derrotas, la marca invicta más extensa del club de Núñez. River había iniciado mejor su travesía por Santa Fe. Nicolás De La Cruz estaba movedizo en el frente de ataque e incomodaba a la última línea local. Tuvo la más clara de su equipo a los siete minutos de juego, tras un espectacular taco de Lucas Pratto. Sacó un disparo cruzado que rozó el palo. La balanza se fue inclinando lentamente y esa tendencia se confirmó cuando promediaba la etapa inicial. Marcelo Estigarribia la peleó, dejó la pelota servida en la puerta del área y Tomás Chancalay sacó un disparó que movió el poste. En el rebote, Gustavo Toledo casi abre el marcador pero su tiro pasó cerca. Un rato más tarde, Javier Correa tuvo su oportunidad: por el sector derecho, enganchó para adentro y sacó un zurdazo que pegó en el poste del arco que defendió Germán Lux. El complemento otra vez parecía teñirse de rojo y blanco. Leonardo Burián empezaba a transformarse en figura y seguía contando con la complicidad de los postes. A los 7 minutos descolgó del ángulo un potente remate de De La Cruz. De ese córner, Lucas Martínez Quarta sacó un cabezazo que impactó en el travesaño. También lo tuvo Bruno Zuculini, con un cabezazo después de un tiro libre. Otra vez el arquero uruguayo se lució con una salvada espectacular. Rafael Santos Borré llegó a empujarla al fondo de la red en el rebote, pero el juez de línea lo anuló de manera acertada ya que estaba en fuera de juego. A los 30 minutos se desmoronó el buen trabajo hecho por la visita. Tras un córner desde la izquierda, Correa desvió la trayectoria del balón en el primero palo, Germán Lux no alcanzó a controlarla y Gonzalo Bueno sólo debió empujarla al gol. El gol de Colón River suma 13 unidades con este marcador y se ubica a siete puntos del líder Racing, aunque su mente está enfocada en el duelo por la semifinal de la Copa Libertadores del próximo martes contra Gremio en el Estadio Monumental. El dueño de casa, por su parte, ganó su segundo duelo en fila y ya cuenta con 12 puntos. Los comandados por Marcelo Gallardo sumaban 32 encuentros sin perder (ganó 21 y empató 11) de manera oficial: la última vez había sido el 24 de febrero de este año, cuando Vélez le ganó 1-0 por la fecha 17 de la Superliga anterior. Estadio: Estadio Brigadier General Estanislao López. Árbitro: Pablo Echavarría. Fixture: Tabla de posiciones: LEA MÁS EN INFOBAE DEPORTES",19/10/18,deportes-2,"Con un equipo alternativo y la mente en la Libertadores, River perdió su histórico invicto ante Colón",https://www.infobae.com/deportes-2/2018/10/19/colon-river-fecha-9-superliga-argentina-2018/&sa=U&ved=0ahUKEwiUt7L5-JzeAhUKCpAKHWAvClcQFggTMAA&usg=AOvVaw0DUubdMs49_rpRIZf_kGZS
6,True,,"En uno de los partidos que abrió la novena fecha de la Superliga del fútbol argentino, Vélez se impuso por 1-0 ante Gimnasia de La Plata en Liniers. El conjunto de Gabriel Heinze sumó un triunfo clave para seguir alejándose de la zona de descenso, puestos a los que se acerca peligrosamente ""El Lobo"". En un primer tiempo que comenzó con desarrollo parejo, el conjunto local tuvo las mejores chances para ponerse en ventaja. A los 22 minutos, Jonathan Ramis conectó un cabezazo en el área chica que salió por arriba del travesaño y, sobre los 26', Gastón Díaz se despachó con un espectacular remate de tiro libre que se estrelló en el travesaño. Las acciones estaban igualadas, pero Vélez seguía siendo superior y, sobre los 17' del complemento, pudo reflejarlo en el marcador. Jonathan Ramis se aprovechó de un error en el fondo de Gimnasia y de una floja reacción del arquero Alexis Martín Arias para definir al primer palo y decretar el 1-0. En solo tres minutos, ""El Lobo"" iba a ver cómo se desmoronaban sus posibilidades en el partido. A los 20', Gonzalo Piovi se fue expulsado por doble amarilla y dejó al conjunto de Pedro Troglio con solo diez hombres de cara al tramo decisivo. Vélez supo administrar la ventaja hasta el final y se quedó con tres puntos fundamentales para recuperarse, luego de haber caído en la fecha anterior ante San Martín de San Juan. ""El Fortín"" suma 14 puntos en la tabla de la Superliga (el líder es Racing, con 20) y se aleja de la zona baja en los promedios. En tanto que ""El Lobo"", que venía de ganarle a Godoy Cruz de local quedó con 11 unidades. El elenco de Troglio está obligado a empezar a sumar ya que quedó al borde de los puestos de descenso. Estadio: José Amalfitani. Árbitro: Diego Abal. Tabla de posiciones:",19/10/18,deportes-2,Vélez se recuperó con un triunfo ante Gimnasia de La Plata,https://www.infobae.com/deportes-2/2018/10/19/velez-gimnasia-de-la-plata-fecha-9-superliga-2018/&sa=U&ved=0ahUKEwiUt7L5-JzeAhUKCpAKHWAvClcQFggZMAE&usg=AOvVaw1jrkaTy5ibMFEbhzkUc_t6
7,True,,"Gerardo Martino negó que mantenga contactos para dirigir a la selección mexicana y aseguró estar centrado únicamente en el Atlanta United, con el que busca el título en la Major League Soccer. ""Como dije, cuando haya alguna noticia que aclarar, les haré saber. No he hablado con Darren (Eales, presidente del Atlanta) esta semana. No he tenido oportunidad. Nos enfocamos en Chicago. Lo más importante es estos dos juegos siguientes y lo que queda de la temporada"", señaló el ex entrenador de Argentina, Paraguay, Barcelona y Newell's, entre otros, que terminará contrato con el cuadro estadounidense al final de la campaña. ""No tengo nada que decir. No tengo por qué clarificar cosas que yo no he dicho. Esto siempre es igual: cuando haya alguna noticia, nos aseguraremos de informar; hasta entonces, nada ha cambiado desde la última vez que hablamos"", agregó el DT rosarino. Los medios estadounidenses y mexicanos dan prácticamente por hecho su fichaje como nuevo seleccionador del ""Tri"" cuando finalice la temporada de la Major League Soccer, algo que el argentino ha desmentido desde hace semanas. Como lo explicó Fernando Niembro en su columna de Infobae, el Tata tiene un contrato por el que tiene prohibido hablar de otras posibilidades de trabajo, dado que, en caso de hacerlo, percibiría multas millonarias por parte de la franquicia americana. Además, según las fuentes del periodista, el presidente de AFA quiere que Martino asuma a partir del próximo año. Mientras tanto, el Tata tiene al Atlanta como líder de la Conferencia Este y mejor equipo de la liga, con 66 puntos en 32 partidos, y es el máximo favorito a quedarse con el título de la MLS.",19/10/18,deportes-2,¿Otro guiño de Gerardo Martino para dirigir a la Selección?,https://www.infobae.com/deportes-2/2018/10/19/otro-guino-de-gerardo-martino-para-dirigir-a-la-seleccion/&sa=U&ved=0ahUKEwiUt7L5-JzeAhUKCpAKHWAvClcQFggfMAI&usg=AOvVaw2xJ8sPpM-ZnjGfydw_O3II
8,True,,"Luego de los amistosos de la Selección y de los compromisos en Europa por la fecha FIFA, la Superliga se reanudó con el encuentro que disputó en Florencio Varela Defensa y Justicia ante Talleres.  A pesar de la ausencia de fútbol, el equipo de Sebastián Beccacece demostró continuar por su gran presente con los prematuros goles que encaminaron la victoria. Un tiro libre perfecto de Matías Rojas y un contragolpe liderado por Nicolás Fernández, y concluído por Gastón Togni reflejaron la clara superioridad del Halcón durante la primera etapa del espectáculo. Como en el complemento el espectáculo continuó bajo la misma sintonía, el Halcón se encargó de administrar los tiempos y los espacios para garantizarse la victoria ante su gente. Con los tres puntos en el bolsillo, Defensa logró acceder al quinto puesto gracias a sus 15 unidades, 5 menos que el líder, Racing, que el domingo visita a San Martín de Tucumán. Con los frentes puestos en la Copa Sudamericana, Beccacece no descuida el campeonato doméstico, donde también está la esperanza de hacer historia Estadio: Norberto Tomaghello. Árbitro: Mauro Vigliano. Hora: 19:00. TV: Fox Sports. Tabla de posiciones:",19/10/18,deportes-2,Defensa y Justicia derrotó a Talleres en Florencio Varela y da pelea en la Superliga,https://www.infobae.com/deportes-2/2018/10/19/defensa-y-justicia-talleres-de-cordoba-fecha-9-superliga-2018/&sa=U&ved=0ahUKEwiUt7L5-JzeAhUKCpAKHWAvClcQFgglMAM&usg=AOvVaw1n5GVzdZde8oDlgrLGpk-8
9,True,,"Este domingo, Italia quedará paralizada por una nueva edición del Derby della Madonnina entre Inter y Milan, choque que pondrá cara a cara a Mauro Icardi y Gonzalo Higuaín, dos de las principales figuras de la Serie A. En la previa a este compromiso, el Pipita elogió al capitán del Neroazzurro al afirmar que ""de Icardi me quedo con su golpeo de cabeza y su frialdad en el área, es un asesino"". El esposo de Wanda Nara, si bien se mostró en la misma sintonía, en diálogo con Sky Sport lanzó una desafiante frase contra su compatriota y Cristiano Ronaldo en la puja por ser el máximo goleador del torneo. ""Higuaín ha hecho una gran carrera y es un grandísimo delantero. Milan es fuerte, y si pudiera sacarle a un jugador ese sería Higuaín. Era el que les faltaba la temporada pasada, ya ha anotado varios goles"", expresó el rosarino con pasado en La Masía del Barcelona y la Sampdoria. Icardi sostuvo que no existe una rivalidad con el ex Real Madrid y Napoli, aunque le puso algo de pimienta a la puja por ser il capocannoniere de la competencia. ""No creo que sea una rivalidad, él ha hecho una gran carrera haciendo muchos goles. Son las reglas del juego. Yo estoy tranquilo y hago lo que tengo que hacer, dando lo mejor de mí. Trato de contribuir al equipo con goles; luego, en mayo, veremos quién marcará más goles, si Higuaín, Cristiano Ronaldo o yo"". Hasta el momento, el Pipita y CR7 llevan 4 goles cada uno en la Serie A, mientras que el del Inter acumula 3. No obstante, el máximo artillero actualmente en Italia es el polaco Krzysztof Piątek, con 9. ""Tengo siete u ocho años en la Serie A y mi forma de pensar nunca cambiará. Escucho las críticas, trato de encontrar algunas cosas pequeñas que puedan ayudarme; pero siempre juego siguiendo mis propias características"", sostuvo. Otras frases destacadas de Mauro Icardi: ""Con Milan son más que tres puntos. Es el partido de la ciudad, lo que esperan los fanáticos; pero lo importante es jugar y hacer un gran juego, dar continuidad a lo que hemos hecho. Ganar el derby nos ayudará trabajar mejor"". ""Con el Milan y la Juventus son dos juegos especiales. Le he marcado a ambos, pero anotar significa algo si el equipo gana. Eso es lo importante"". ""Sé que tenemos un gran equipo, estamos mejorando y también los nuevos han entrado bien. Juventus es la que ha ganado en los últimos años, tiene una buena base y ha logrado agregar jugadores fuertes. Será un equipo duro de vencer"". ""A Lautaro Martínez lo he encontrado bien. Le di una gran mano desde que llegó a Milán. Si jugamos juntos lo haremos bien porque es bueno y tiene experiencia"". ""Tuvimos un gran comienzo en la Liga de Campeones, nos da una buena ventaja en la carrera de Barcelona. Somos un equipo fuerte y somos conscientes de que podemos hacer daño, incluso en el Camp Nou"". ""Estoy feliz de quedarme aquí, quiero mantener a este equipo en lo más alto. Hubo contactos con otras instituciones, pero luego decidí quedarme. Tenía el sueño de jugar la Liga de Campeones con la camiseta del Inter, por lo que no podía irme"". SEGUÍ LEYENDO: ""De la Juventus me echaron"" y su ""rivalidad"" con Mauro Icardi: las confesiones de Gonzalo Higuaín Mauro Icardi por ahora es más conocido por ser el esposo de Wanda Nara que por jugar bien en la Selección El extravagante y peligroso deseo que tiene Mauro Icardi",19/10/18,deportes-2,La desafiante frase de Mauro Icardi a Cristiano Ronaldo y Gonzalo Higuaín,https://www.infobae.com/deportes-2/2018/10/19/la-desafiante-frase-de-mauro-icardi-a-cristiano-ronaldo-y-gonzalo-higuain/&sa=U&ved=0ahUKEwiUt7L5-JzeAhUKCpAKHWAvClcQFggrMAQ&usg=AOvVaw2sGo5rPNN7At1pVWDjwBFP
